coreid,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:individualID,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:originalNameUsage,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:phylum,dwc:preparation,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:relatedResourceID,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,fcc:datePicked,fcc:pickedBy,http://rs.gbif.org/terms/1.0/Reference,idigbio:associateAuthor,idigbio:associateCommonName,idigbio:associateCondition,idigbio:associateDeterminedBy,idigbio:associateIdentifier,idigbio:associateNotes,idigbio:associateRelationship,idigbio:associatedFamily,idigbio:associatedRelationship,idigbio:barcodeValue,idigbio:determinationHistory,idigbio:endangeredStatus,idigbio:hostFamily,idigbio:preparationCount,idigbio:preservative,idigbio:recordId,idigbio:subfamily,idigbio:subgenus,idigbio:substrate,idigbio:superfamily,idigbio:tribe,inhs:dead,inhs:formII_females,inhs:formII_males,inhs:formI_males,inhs:instars_Female,inhs:instars_Male,inhs:juv_females,inhs:juv_males,inhs:juv_undetermined,inhs:live,inhs:locationTrs,inhs:location_Basin,inhs:location_RiverMile,inhs:location_Stream,inhs:relic,inhs:total_Males,inhs:total_females,inhs:vouchered,symbiota:recordEnteredBy,symbiota:verbatimScientificName
38c56482-2b9f-4f88-9a1c-36cd167f6bf8,,,,,2014-07-28,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00049814,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2014,,0.67444,-76.39750,,,,,,,,,,2005-04-27,,,,Cicadellidae,,,,,Planicephalus,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Deltocephalinae;Deltocephalini,,,,,,,,,C. R. Bartlett,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:682e9f3c-168c-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,Light Trap,Planicephalus flavicosta,"(St̴l,1862)",,Female,flavicosta,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b29f9549-743a-4d75-8fa4-f27fc05d96e8,,,,,2014-10-09,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00050424,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67444,-76.39750,,,,,,,,,,2005-04-29,,,,Membracidae,,,,,Harmonides,,,,,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Amastrini,,,,,,,,,,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:1c8230e0-4ff2-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"CR Bartlett, N Nazdrowicz, D Chang",,,,,,MV Light,Harmonides dispar,"(Fabricius,)",,Male,dispar,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d23b597-5e74-4a82-8ff1-943bb21dde9e,,,,,2014-05-15,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00048965,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2013,,0.67444,-76.39750,,,,,,,,,,2010-01-18,,,,Cicadidae,,,,,Fidicinoides,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadidae;Cicadinae;Fidicinini,,,,,,,,,A. Sanborn,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:2b014fec-dc62-11e3-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"A. Caranci, C.Taylor",,,,,,Unknown,Fidicinoides distanti,"(Goding,1925)",,Male,distanti,,Orellana,,,,,,None,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465228e7-c904-43fc-900f-70c7a9ca1e28,,,,,2013-12-17,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00034616,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2013,,0.67463,-76.39777,,,,,,,,,,2005-04-28,,,,Membracidae,,,,,Ceresa,,,,,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M.J. Rothschild,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:a0eea22a-6766-11e3-935e-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,MV Light,Ceresa vitulus,"Fabricius,1775",,Male,vitulus,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540d70b-9ace-4cb4-bd1c-bb44472a731c,,,,,2014-11-07,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00051424,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2014,,0.67444,-76.39750,,,,,,,,,,2005-04-29,,,,Cicadellidae,,,,,Plesiommata,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,C. R. Bartlett,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:d7e6cf50-66bb-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,Sweep Netting,Plesiommata corniculata,"Young,1977",,Male,corniculata,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933b6bd2-0bc1-40ee-8c09-4516d8ca8725,,,,,2013-12-17,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00034611,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2013,,0.67463,-76.39777,,,,,,,,,,2005-04-28,,,,Membracidae,,,,,Ceresa,,,,,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M.J. Rothschild,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:ff94501a-6764-11e3-935e-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,MV Light,Ceresa vitulus,"Fabricius,1775",,Male,vitulus,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef0a48ee-7c40-48e9-a829-6ca97993ef76,,,,,2014-06-02,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00049289,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2014,,0.67444,-76.39750,,,,,,,,,,2005-04-28,,,,Cicadidae,,,,,Taphura,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadidae;Cicadettinae;Taphurini,,,,,,,,,C. R. Bartlett,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:4872c3e0-ea85-11e3-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,Unknown,Taphura sauliensis,"Boulard,1971",,Male,sauliensis,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08bce79c-b23e-41b8-a73b-3eab62e999bc,,,,,2013-08-09,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00022170,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67463,-76.39777,,,,,,,,,,2005-04-29,,,,Delphacidae,,,,,Pygospina,,,,,,,,,,,Animalia;Arthropoda;Delphacidae;Delphacinae;Delphacini,,,,,,,,,C. R. Bartlett,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:4c8cffc2-012e-11e3-8e88-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,MV Light,Pygospina spinata,"Caldwell & Martorell,1951",,Male,spinata,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d83fa701-b056-4205-8748-8ced07004de0,,,,,2014-05-20,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00049033,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2014,,0.65694,-76.45278,,,,,,,,,,1995-10-07,,,,Cicadidae,,,,,Selymbria,,,,,,,,,,terre firme forest,Animalia;Arthropoda;Cicadidae;Cicadettinae;Taphurini,,,,,,,,,A. Sanborn,1,,,,UDCC,,,,,,,,,,Adult,,"Reserva Etnica Waorani, Onkone Gare Camp, Erwin Transect",,,,,,,,,,,,,,,,,,,urn:uuid:c1302dce-e03d-11e3-8259-0026552be7ea,,,,,,University of Delaware,,,,,,T. L. Erwin et al.,,,,,,Fogging,Selymbria stigmatica,"(Germar,1834)",,Female,stigmatica,,Orellana,,,,,,None,,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89cde108-d3ba-420b-9aa9-56fd1890b955,,,,,2015-02-10,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UCR_ENT 00077050,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2015,,0.66667,-76.38333,,,,,,,,,,1998-07-01,,,,Pachynomidae,,,,,Aphelonotus,,,,,,,,,,,Animalia;Arthropoda;Pachynomidae;Aphelonotinae,,,,,,,,,"Schuh, Weirauch and Grillo",1,,,,UCR,,,,,,,,,,Adult,,Yasuni Bio. Res. Stn.,Label,,,,,,,,,,,,,,,,,,urn:uuid:be4bdab8-5ba4-11e3-935e-0026552be7ea,,,,,UCRC ENT 69693,"University of California, Riverside",,,,"Aphelonotus major Harris, det. C. Weirauch 2013",,B. Brown,,,,,,Unknown,Aphelonotus major,"Harris,1931",,Male,major,,Orellana,,,,,,None,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313721f-c32f-42eb-884e-a3948fe118b1,,,,,2014-12-15,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00051832,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67463,-76.39777,,,,,,,,,,2005-04-29,,,,Membracidae,,,,,Thuris,,,,,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Thuridini,,,,,,,,,,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:cfa3781e-84ae-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,MV Light,Thuris depressus,"Sakakibara,",,Male,depressus,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746d0f6-84b4-4ac4-b857-d5b309700a33,,,,,2014-05-15,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00048960,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2013,,0.67444,-76.39750,,,,,,,,,,2010-01-16,,,,Cicadidae,,,,,Fidicinoides,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadidae;Cicadinae;Fidicinini,,,,,,,,,A. Sanborn,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:e03d55ea-dc62-11e3-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"A. Caranci, C.Taylor",,,,,,At Light,Fidicinoides distanti,"(Goding,1925)",,Male,distanti,,Orellana,,,,,,None,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73f05429-5739-4269-93b0-29c76c20819e,,,,,2014-10-02,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00046634,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67444,-76.39750,,,,,,,,,,2005-04-29,,,,Cicadellidae,,,,,Macugonalia,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:b09c9138-4a63-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,Sweep Netting,Macugonalia moesta,"Fabricius,1803",,,moesta,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae9b12f3-9ef4-41c6-8f56-722ff4ce5d77,,,,,2014-05-15,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00048963,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2013,,0.67444,-76.39750,,,,,,,,,,2010-01-18,,,,Cicadidae,,,,,Fidicinoides,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadidae;Cicadinae;Fidicinini,,,,,,,,,A. Sanborn,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:69a8e1ce-dc62-11e3-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"A. Caranci, C.Taylor",,,,,,Unknown,Fidicinoides distanti,"(Goding,1925)",,Male,distanti,,Orellana,,,,,,None,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c91cb2b-c45f-47d2-9398-8ab6cecda818,,,,,2014-11-07,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00051480,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",2014,,0.67444,-76.39750,,,,,,,,,,2005-04-29,,,,Cicadellidae,,,,,Plesiommata,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,C. R. Bartlett,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:19bd830a-66bd-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,Sweep Netting,Plesiommata corniculata,"Young,1977",,Male,corniculata,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8e74f8b-6ee1-41ab-824d-b6b6d506901e,,,,,2014-10-09,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00050425,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67444,-76.39750,,,,,,,,,,2005-04-29,,,,Membracidae,,,,,Harmonides,,,,,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Amastrini,,,,,,,,,,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:1c88aa10-4ff2-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"CR Bartlett, N Nazdrowicz, D Chang",,,,,,MV Light,Harmonides dispar,"(Fabricius,)",,Male,dispar,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543838de-4148-489a-a09f-0fe1c4ea7081,,,,,2014-10-02,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00046640,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67444,-76.39750,,,,,,,,,,2005-04-28,,,,Cicadellidae,,,,,Macugonalia,,,,Uncertainty: 80992 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,,1,,,,UDCC,,,,,,,,,,Adult,,"Yasuni National Park, Provincia, deFrancisco de Orellana",GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:cd8ec068-4a63-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,Sweep Netting,Macugonalia moesta,"Fabricius,1803",,,moesta,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbd86cde-6c53-4542-a2a5-2d66cf21ce1e,,,,,2014-12-15,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00051833,,,,,,,ECUADOR,,none,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,0.67463,-76.39777,,,,,,,,,,2005-04-29,,,,Membracidae,,,,,Thuris,,,,,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Thuridini,,,,,,,,,,1,,,,UDCC,,,,,,,,,,Adult,,Yasuni National Park,,,,,,,,,,,,,,,,,,,urn:uuid:cfa5c0b0-84ae-11e4-8259-0026552be7ea,,,,,,University of Delaware,,,,,,"C. R. Bartlett, N. Nazdrowicz, and D. Chang",,,,,,MV Light,Thuris depressus,"Sakakibara,",,Male,depressus,,Orellana,,,,,,None,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
